"entity_id,""attribute_set_id"",""type_id"",""awards"",""case_pack"",""cost"",""created_at"",""description"",""eco_collection"",""emybaby"",""estuche_caja_alto"",""estuche_caja_ancho"",""estuche_caja_largo"",""estuche_caja_volumen"",""featured"",""fecha_disponible"",""gift_message_available"",""grow_fun"",""habilidades_nucleo"",""has_options"",""image"",""image_label"",""inteligencias_multiples"",""inteligencias_multiples_principal"",""inteligencias_multiples_principal_value"",""juegos_play_miniland"",""links_exist"",""links_purchased_separately"",""links_title"",""mas_vendidos"",""mgs_brand"",""mgs_brand_value"",""mgs_image_dimention"",""mgs_image_dimention_more_view"",""mgs_j360"",""mpcp_enddate"",""mpcp_hideaction"",""mpcp_isactive"",""mpcp_specificurl"",""mpcp_startdate"",""msrp"",""msrp_display_actual_price_type"",""name"",""necesidades_especiales"",""new"",""news_from_date"",""news_to_date"",""play_miniland"",""price"",""price_type"",""price_view"",""product_ean"",""rango_edad"",""rango_edad_reduced"",""referencia"",""required_options"",""security_image_url"",""short_description"",""size"",""size_value"",""sku"",""sku_type"",""small_image"",""small_image_label"",""special_from_date"",""special_price"",""special_to_date"",""swatch_image"",""tax_class_id"",""tematicas"",""thumbnail"",""thumbnail_label"",""updated_at"",""url_key"",""url_path"",""visibility"",""weight"",""weight_type""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"14,4,simple,,""6"",,""2019-12-05 10:52:26"",<p><span>8 personajes</span></p><p></p>,,0,""0.152000"",""0.050000"",""0.152000"",""0.001155"",1,""2026-04-15 00:00:00"",0,0,""11626,11614,11627,11615"",0,/5/0/5005027397_1_4751.jpg,""5005027397"",""11669,11664"",11887,Social,,,,,0,,,,,0,,0,0,,,,""0"",Figuras de familia asiática (8 unidades),0,0,,,0,37.9340,,,""8413082273972"",""11838"",,FAMILIA ASIATICA 8 UDS,0,http://minilandgroup.com/pub/media/security/27397_S01.JPG,""<p><span>Fomenta el respeto por la diversidad con nuestras figuras de familias. Estas figuras educativas están diseñadas para enseñar sobre la inclusión de sexos, roles y diversas condiciones humanas, promoviendo normas básicas de convivencia. Elaboradas con atención al detalle y calidad superior, son ideales para casas de muñecas. La colección incluye 4 grupos, representando a diversos miembros de familias cotidianas y reflejando la diversidad global.Recursos adicionales: Explora materiales digitales sobre diversidad en nuestra plataforma Miniland Teach&amp";"Play.Promueve la inclusión y el respeto con nuestras figuras de familias.</span></p><p></p>"",,,""5005027397"",,/5/0/5005027397_1_4751.jpg,""5005027397"",,,,no_selection,4,""11752,11754"",/5/0/5005027397_1_4751.jpg,""5005027397"",""2025-10-28 11:11:47"",asian-family-8-figures-12-5-cm,,4,0.3500,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"15,4,simple,,""6"",,""2019-12-05 10:52:26"",<p><span>8 personajes</span></p><p></p>,,0,""0.152000"",""0.050000"",""0.152000"",""0.001155"",1,""2026-04-15 00:00:00"",,0,""11626,11614,11627,11615"",0,/5/0/5005027398_1_2.jpg,""5005027398_1"",""11669,11664"",11887,Social,,,,,0,,,,,0,,0,0,,,,""0"",Figuras de familia latinoamericana (8 unidades),0,0,,,0,37.9340,,,""8413082273989"",""11838"",,FAMILIA LATINOAMERICANA 8 UDS,0,http://minilandgroup.com/pub/media/security/27398_S01.JPG,""<p><span>Nuestras figuras de familias inclusivas están diseñadas para promover el respeto y la comprensión de la diversidad en sexos, roles y condiciones humanas. Estas figuras detalladas y de alta calidad son perfectas para casas de muñecas, representando a miembros de familias cotidianas de diferentes orígenes. La colección abarca 4 grupos, destacando la diversidad global.Recursos adicionales: Descubre materiales educativos sobre diversidad en nuestra plataforma Miniland Teach&amp";"Play.Inspira inclusión y respeto con nuestras figuras de familias inclusivas.</span></p><p></p>"",,,""5005027398"",,/5/0/5005027398_1_2.jpg,""5005027398_1"",,,,no_selection,4,""11752,11754"",/5/0/5005027398_1_2.jpg,""5005027398_1"",""2025-10-28 11:11:47"",south-american-family-8-figure,,4,0.3500,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"16,4,simple,""12002"",""4"",,""2019-12-05 10:52:26"",""<p><span>Caballo, cabra, cerdo, conejo, gallina, gallo, oca, oveja, pavo común, perro, vaca y 1 guía didáctica.</span></p><p></p>"",,0,""0.220000"",""0.125000"",""0.125000"",""0.003438"",1,""2026-03-23 00:00:00"",,0,""11612,11613,11614,11615"",0,/5/0/5005027420_1_2.jpg,""5005027420_1"",""11664"",11886,Natural,""11786,11787,11790"",,,,0,,,,,0,,0,0,,,,""0"",Figuras Animales granja (11 unidades),1,0,,,1,37.9340,,,""8413082274207"",""11838"",,ANIMALES GRANJA 11 UDS,0,http://minilandgroup.com/pub/media/security/27420_S01.jpg,""<p><span>Descubre nuestra amplia colección de figuras de animales de granja, fabricadas en plástico resistente y de alta calidad, que reproducen diversas especies. Estas figuras fomentan el interés y el aprendizaje sobre el mundo animal en las granjas. Incluyen una guía didáctica para profesores con aplicaciones prácticas para el aula y un folleto detallado sobre la alimentación y hábitat de cada animal. El set incluye: perro, cabra, conejo, oveja, cerdito, caballo, vaca, pavo, gallo, gallina y oca.Recursos adicionales: Accede a juegos y materiales educativos gratuitos en nuestra plataforma Miniland Teach&amp";"Play para una experiencia de aprendizaje enriquecida.Inspira la curiosidad y el conocimiento sobre los animales con nuestras figuras de animales educativas.</span></p><p></p>"",,,""5005027420"",,/5/0/5005027420_1_2.jpg,""5005027420_1"",,,,no_selection,4,""11746,11747"",/5/0/5005027420_1_2.jpg,""5005027420_1"",""2025-10-28 11:11:47"",farm-animals-11-figures-cont,,4,0.6600,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"17,4,simple,""12002"",""4"",,""2019-12-05 10:52:26"",""<p><span>Caballo con potro, cabra con cabritillo, cerda con lechón, oveja con cordero, vaca con ternera y 1 guía didáctica.</span></p><p></p>"",,0,""0.210000"",""0.125000"",""0.125000"",""0.003281"",1,""2026-05-26 00:00:00"",,0,""11612,11613,11614,11615"",0,/5/0/5005027430_1_2.jpg,""5005027430_1"",""11664"",11886,Natural,""11786,11787,11790"",,,,0,,,,,0,,0,0,,,,""0"",Figuras Animales granja y bebés (10 unidades),1,0,,,1,32.9750,,,""8413082274306"",""11838"",,ANIMALES GRANJA  BEBES 10 UDS,0,http://minilandgroup.com/pub/media/security/27430_S01.JPG,""<p><span>Presentamos nuestro set de animales de granja con crías, fabricados en plástico muy resistente y de alta calidad, que representan diferentes especies. Estas figuras educativas fomentan el interés y el aprendizaje sobre el mundo animal en la granja. Incluyen una guía didáctica para profesores con aplicaciones para el aula y un folleto detallado sobre la alimentación y hábitats de los animales. El set contiene: una vaca con su ternero, una oveja con su cordero, una cabra con su cabrito, un caballo con su potrillo y un cerdito con su lechón.Recursos adicionales: Accede a juegos y materiales educativos gratuitos en nuestra plataforma Miniland Teach&amp";"Play para enriquecer la experiencia de aprendizaje.Estimula la curiosidad y el conocimiento del entorno animal con nuestro set educativo de animales de granja con crías.</span></p><p></p>"",,,""5005027430"",,/5/0/5005027430_1_2.jpg,""5005027430_1"",,,,no_selection,4,""11746,11747"",/5/0/5005027430_1_2.jpg,""5005027430_1"",""2025-10-28 11:11:47"",farm-animals-with-babys-10-fig,,4,0.6030,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"18,4,simple,""12002"",""4"",,""2019-12-05 10:52:26"",""<p><span>Ballena, delfín, morsa, foca, tiburón, orca, pez martillo, raya y 1 guía didáctica.</span></p><p></p>"",,0,""0.210000"",""0.125000"",""0.125000"",""0.003281"",1,""2026-03-30 00:00:00"",,0,""11612,11613,11614,11615"",0,/5/0/5005027460_1_2.jpg,""5005027460_1"",""11664"",11886,Natural,""11786,11787,11791"",,,,0,,,,,0,,0,0,,,,""0"",Figuras Animales marinos (8 unidades),1,0,,,1,31.3220,,,""8413082274603"",""11838"",,ANIMALES MARINOS 8  UDS,0,http://minilandgroup.com/pub/media/security/27460_S01.JPG,""<p><span>Explora el fascinante mundo marino con nuestra colección de figuras de animales marinos, fabricadas en plástico resistente y de alta calidad. Estas figuras están diseñadas para despertar el interés y fomentar el aprendizaje sobre la vida en el océano. Incluyen una guía didáctica para profesores con aplicaciones prácticas en el aula y un folleto que detalla la alimentación y hábitats de cada especie. El set incluye: tiburón cabeza martillo, orca, ballena, tiburón, foca, león marino, manta raya y, por último, un delfín.Recursos adicionales: En nuestra plataforma Miniland Teach&amp";"Play, encontrarás juegos y recursos educativos gratuitos que complementan este producto y enriquecen la experiencia de aprendizaje.Descubre y aprende sobre la vida marina con nuestras detalladas figuras de animales marinos.</span></p><p></p>"",,,""5005027460"",,/5/0/5005027460_1_2.jpg,""5005027460_1"",,,,no_selection,4,""11746,11747"",/5/0/5005027460_1_2.jpg,""5005027460_1"",""2025-10-28 11:11:47"",sea-animals-8-figures-containe,,4,0.5880,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"25,4,simple,""12002"",""4"",,""2019-12-05 10:52:26"",""<p><span>Jirafa, elefante, rinoceronte, hipopótamo, gorila, león, leona, tigre, pantera y 1 guía didáctica.</span></p><p></p>"",,0,""0.190000"",""0.175000"",""0.175000"",""0.005819"",1,""2026-05-26 00:00:00"",0,0,""11612,11613,11614,11615"",0,/5/0/5005025119_1_3.jpg,""5005025119_1"",""11664"",11886,Natural,""11786,11787,11788"",,,,0,,,,,0,,0,0,,,,""0"",Figuras Animales selva (9 unidades),1,0,,,1,39.5870,,,""8413082251192"",""11838"",,ANIMALES SELVA 9 UDS,0,http://minilandgroup.com/pub/media/security/25119_S01.JPG,""<p><span>¡Descubre los animales de la selva! Este set de 9 figuras de animales salvajes reproduce a distintas especies del reino animal más salvaje, que podemos encontrar en las selvas. Descubrir cada animal salvaje motivará el interés de los más pequeños, así como el aprendizaje del mundo animal. Incluye tanto un folleto con características específicas de alimentación para cada uno de sus animales salvajes, como una guía didáctica para el profesorado, con aplicaciones prácticas para el aula. Los más pequeños podrán jugar con cada figura de animal salvaje, entre los que están el león, el tigre, la pantera, el hipopótamo, el gorila, la jirafa, el elefante o el rinoceronte. ¿Cuál será su animal favorito? Además con nuestra plataforma educativa miniland teach&amp";"play podrás acceder a recursos y juegos gratuitos relacionados con este producto y que amplían la experiencia educativa.</span></p><p></p>"",,,""5005025119"",,/5/0/5005025119_1_3.jpg,""5005025119_1"",,,,no_selection,4,""11746,11747"",/5/0/5005025119_1_3.jpg,""5005025119_1"",""2025-10-28 11:11:47"",wild-animals-9-figures-contain,,4,1.1500,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"26,4,simple,""12002"",""4"",,""2019-12-05 10:52:26"",""<p><span>Elefante, tigre, rinoceronte, hipopótamo, cebra, león, jirafa y 1 guía didáctica.</span></p><p></p>"",,0,""0.210000"",""0.125000"",""0.125000"",""0.003281"",1,""2026-07-27 00:00:00"",0,0,""11612,11613,11614,11615"",0,/5/0/5005025123_2.jpg,""5005025123_2"",""11664"",11886,Natural,""11786,11787,11788"",,,,0,,,,,0,,0,0,,,,""0"",Figuras Animales selva (7 unidades),1,0,,,1,32.9750,,,""8413082251239"",""11838"",,ANIMALES SELVA 7 UDS,0,http://minilandgroup.com/pub/media/security/25123_S01.JPG,""<p><span>¿Quieres descubrir el mundo de los animales salvajes? Este set de 7 figuras de animales de la selva, está realizado con plástico muy resistente y de alta calidad. Dentro de este bote encontrarás los animales salvajes más emocionantes de la selva. Los niños y niñas podrán jugar con ellos, mientras descubren en su folleto qué come cada animal, dónde vive... Podrán jugar con el león, la jirafa, la zebra, el tigre, el hipopótamo, el elefante y el rinoceronte, recreando historias de la selva. Además con nuestra plataforma educativa miniland teach&amp";"play podrás acceder a recursos y juegos gratuitos relacionados con este producto y que amplían la experiencia educativa.</span></p><p></p>"",,,""5005025123"",,/5/0/5005025123_2.jpg,""5005025123_2"",,,,no_selection,4,""11746,11747"",/5/0/5005025123_2.jpg,""5005025123_2"",""2025-10-28 11:11:47"",wild-animals-9-figures-contain,,4,0.7980,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"27,4,simple,""12002"",""4"",,""2019-12-05 10:52:26"",""<p><span>Oso pardo, ciervo, jabalí, carnero, águila real, lobo, zorro, ardilla y 1 guía didáctica.</span></p><p></p>"",,0,""0.215000"",""0.120000"",""0.120000"",""0.003096"",1,""2026-03-24 00:00:00"",0,0,""11612,11613,11614,11615"",0,/5/0/5005025126_1_3.jpg,""5005025126_1"",""11664"",11886,Natural,""11786,11787,11789"",,,,0,,,,,0,,0,0,,,,""0"",Figuras Animales bosque (8 unidades),1,0,,,1,30.4960,,,""8413082251260"",""11838"",,ANIMALES BOSQUE 8 UDS,0,http://minilandgroup.com/pub/media/security/25126_S01.JPG,""<p><span>Aprendes sobre la naturaleza es más fácil con estas figuras de animales de juguete. En este set, encontrarás 8 figuras de animales del bosque, con los que los más pequeños aprenderán a interesarse y aprender sobre el mundo animal. Cuenta con una guía didáctica para maestras y maestros, que podréis aplicar en vuestra aula. Mientras juegan, los niños y niñas aprenderán qué comen los diferentes animales del boques, dónde viven o qué hacen. Además con nuestra plataforma educativa miniland teach&amp";"play podrás acceder a recursos y juegos gratuitos relacionados con este producto y que amplían la experiencia educativa.</span></p><p></p>"",,,""5005025126"",,/5/0/5005025126_1_3.jpg,""5005025126_1"",,,,no_selection,4,""11746,11747"",/5/0/5005025126_1_3.jpg,""5005025126_1"",""2025-10-28 11:11:47"",forest-animal-8-pieces-cont,,4,0.5130,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28,4,simple,""12002"",""4"",,""2019-12-05 10:52:26"",""<p><span>Jirafa con cría, león con cachorro, elefante con cría, tigre con cría, hipopótamo con cría, rinoceronte con cría y 1 guía didáctica.</span></p><p></p>"",,0,""0.185000"",""0.180000"",""0.180000"",""0.005994"",1,""2026-03-30 00:00:00"",0,0,""11612,11613,11614,11615"",0,/5/0/5005025137_1_2.jpg,""5005025137_1"",""11664"",11886,Natural,""11786,11787,11788"",,,,0,,,,,0,,0,0,,,,""0"",Figuras Animales salvajes y bebés (12 unidades),1,0,,,1,49.5040,,,""8413082251376"",""11838"",,ANIMALES SALVAJES+BEBES 12 UDS,0,http://minilandgroup.com/pub/media/security/25137_S01.JPG,""<p><span>12 figuras de animales salvajes y sus bebés, fabricados en plástico de alta calidad. En este set, encontrarás diferentes especies que motivarán el interés, aprendizaje y descubrimiento del mundo animal. Este set de animales salvajes, cuenta con 12 figuras de animales entre las que encontrarás: tigres, hipopótamos, rinocerontes, leones, jirafas y elefantes. Incluye una guía didáctica para clase y un folleto para aprender más sobre cada animal. Además con nuestra plataforma educativa miniland teach&amp";"play podrás acceder a recursos y juegos gratuitos relacionados con este producto y que amplían la experiencia educativa.</span></p><p></p>"",,,""5005025137"",,/5/0/5005025137_1_2.jpg,""5005025137_1"",,,,no_selection,4,""11746,11747"",/5/0/5005025137_1_2.jpg,""5005025137_1"",""2025-10-28 11:11:47"",wild-animals-with-babys-12-pie,,4,1.2000,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"29,4,simple,""12002"",""4"",,""2019-12-05 10:52:26"",""<p><span>León, leona, oso panda, oso polar, jirafa, elefante, pantera, tigre, rinoceronte, hipopótamo, mono, caballo, gorila, lobo, cebra, burro, cabra, oveja, oso pardo, vaca, toro, perro, cerdo, cerda, oca, conejo, gallo, gallina, pavo común, gato y 1 guía didáctica.</span></p><p></p>"",,0,""0.170000"",""0.350000"",""0.225000"",""0.013388"",1,""2026-03-02 00:00:00"",0,0,""11612,11613,11614,11615"",0,/5/0/5005025140_1_6505.jpg,""5005025140"",""11664"",11886,Natural,""11786,11787,11790,11788"",,,,0,,,,,0,,0,0,,,,""0"",Figuras Animales granja y salvajes (30 unidades),1,0,,,1,112.3140,,,""8413082251406"",""11838"",,ANIMALES GRANJA-SALVAJES 30UDS,0,http://minilandgroup.com/pub/media/security/25140_S01.JPG,""<p><span>¡Este es el set ideal para aprender los animales de granja y los animales salvajes más importantes!  Nuestro set incluye una guía didáctica para el profesorado con aplicaciones prácticas para el aula, junto con un folleto que detalla las características específicas de alimentación y el entorno donde viven estos animales. Este recurso educativo es perfecto para ayudar a los más pequeños a aprender de manera interactiva y divertida. Animales Salvajes: león, pantera, tigre, mono, panda, oso polar, jirafa, elefante, rinoceronte, hipopótamo, lobo, gorila y oso pardo.Animales de Granja: caballo, perro, cerditos, burro, cebra, vaca, oveja, cabra, gato, conejo, pavo, gallina y gallo.Además, con nuestra plataforma educativa Miniland Teach&amp";"Play, podrás acceder a recursos y juegos gratuitos relacionados con estos productos, lo que amplía y enriquece la experiencia educativa de los niños.</span></p><p></p>"",,,""5005025140"",,/5/0/5005025140_1_6505.jpg,""5005025140"",,,,no_selection,4,""11746,11747"",/5/0/5005025140_1_6505.jpg,""5005025140"",""2025-10-28 11:11:47"",wild-and-farm-animals-30-piece,,4,2.6410,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"30,4,simple,""12002"",""4"",,""2019-12-05 10:52:26"",""<p><span>Brontosaurus, parasaurolophus, ankylosaurus, tiranosaurus rex, velociraptor, pachycephalosaurus, styracosaurus, pteranodon, brachiosaurus, triceratops, stegosaurus, apatosaurus y 1 guía didáctica.</span></p><p></p>"",,0,""0.215000"",""0.120000"",""0.120000"",""0.003096"",1,""2026-07-27 00:00:00"",,0,""11612,11613,11614,11615"",0,/5/0/5005025610_1_2.jpg,""5005025610_1"",""11664"",11886,Natural,,,,,0,,,,,0,,0,0,,,,""0"",Figuras dinosaurios (12 unidades),1,0,,,0,38.7600,,,""8413082256104"",""11838"",,ANIMALES DINOSAURIOS 12 UDS,0,http://minilandgroup.com/pub/media/security/25610_S01.jpg,""<p><span style=""""font-size:16px";"> Amplia selección de animales fabricados en plástico muy resistente y de alta calidad que reproducen 12 especies distintas de dinosaurios. Motiva el interés y el aprendizaje del mundo animal. Con guía didáctica para el profesorado con aplicación es para el aula. Incluye folleto con características especificas de alimentación, entorno donde viven, etc.</span></p><p></p>"",,,""5005025610"",,/5/0/5005025610_1_2.jpg,""5005025610_1"",,,,no_selection,4,""11746,11747"",/5/0/5005025610_1_2.jpg,""5005025610_1"",""2025-10-28 11:11:47"",dinosaurs-container-12-figures,,4,0.6440,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"31,4,simple,""12002"",""12"",,""2019-12-05 10:52:26"",<p><span>2 raquetas y 1 pelota</span></p><p></p>,,0,""0.095000"",""0.535000"",""0.225000"",""0.011436"",1,,0,0,""11616,11617,11618,11619"",0,/5/0/5005026309_1_3.jpg,""5005026309_1"",""11666"",11881,Activa y Corporal,,,,,0,,,,,0,,0,0,,,,""0"",Juego de raquetas con pelota,0,0,,,0,10.3310,,,""8413082263096"",""11839"",,JUEGO RAQUETAS COLOR+PELOTA,0,http://minilandgroup.com/pub/media/security/26309_S01.JPG,<p><span>Realizadas en su totalidad en plástico de colores vivos. La pelota que acompaña el juego es de goma-espuma para evitar posibles daños.</span></p><p></p>,,,""5005026309"",,/5/0/5005026309_1_3.jpg,""5005026309_1"",,,,no_selection,4,""11748,11749"",/5/0/5005026309_1_3.jpg,""5005026309_1"",""2025-10-28 11:11:47"",colour-racquets-ball-mesh,,4,0.3230,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"33,4,simple,""12002"",""6"",,""2019-12-05 10:52:26"",<p><span>16 piezas</span></p><p></p>,,0,""0.230000"",""0.350000"",""0.040000"",""0.003220"",1,""2026-03-26 00:00:00"",,0,""11612,11614,11631,11625"",0,/5/0/5005030584_1_2.jpg,""5005030584_1"",""11669,11667,11664"",11886,Natural,""11778,11798,11799"",,,,0,,,,,0,,0,0,,,,""0"",Juego alimentos fiambre (16 unidades),1,0,,,1,13.9670,,,""8413082305840"",""11838"",,FIAMBRE 16 PCS ,0,http://minilandgroup.com/pub/media/security/30584_S01.JPG,""<p><span style=""""font-size:16px";">Fiambre 16 pcs</span></p><p><span style=""""font-size:16px";">Alimentos de juguete a escala real.</span></p><p><span style=""""font-size:16px";">Materiales de alta calidad y durabilidad.</span></p><p><span style=""""font-size:16px";">Disfruta del juego aprendiendo sobre nutrición y hábitos saludables.</span></p><p><span style=""""font-size:16px";">Además con nuestra plataforma educativa miniland teach&play podrás acceder a recursos y juegos gratuitos relacionados con este producto y que amplían la experiencia educativa.</span></p><br><p></p>"",,,""5005030584"",,/5/0/5005030584_1_2.jpg,""5005030584_1"",,,,no_selection,4,""11757,11758"",/5/0/5005030584_1_2.jpg,""5005030584_1"",""2025-10-28 11:11:47"",cold-meats-16-pieces,,4,0.3030,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"34,4,simple,""12002"",""4"",,""2019-12-05 10:52:26"",<p><span>19 piezas</span></p><p></p>,,0,""0.070000"",""0.320000"",""0.250000"",""0.005600"",1,,,0,""11612,11614,11631,11625"",0,/5/0/5005030585_1_2.jpg,""5005030585_1"",""11669,11667,11664"",11886,Natural,""11778,11798,11799"",,,,0,,,,,0,,0,0,,,,""0"",Juego alimentos comida rápida (19 unidades),1,0,,,1,18.9256,,,""8413082305857"",""11838"",,COMIDA RAPIDA19 PCS,0,http://minilandgroup.com/pub/media/security/30585_S01.JPG,""<p><span style=""""font-size:16px";">Comida rápida 19 pcs</span></p><p><span style=""""font-size:16px";">Alimentos de juguete a escala real.</span></p><p><span style=""""font-size:16px";">Materiales de alta calidad y durabilidad.</span></p><p><span style=""""font-size:16px";">Disfruta del juego aprendiendo sobre nutrición y hábitos saludables.</span></p><p><span style=""""font-size:16px";">Además con nuestra plataforma educativa miniland teach&play podrás acceder a recursos y juegos gratuitos relacionados con este producto y que amplían la experiencia educativa.</span></p><br><p></p>"",,,""5005030585"",,/5/0/5005030585_1_2.jpg,""5005030585_1"",,,,no_selection,4,""11757,11758"",/5/0/5005030585_1_2.jpg,""5005030585_1"",""2025-10-28 11:11:47"",fas-food-assortment-19-pieces,,4,0.4400,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"36,4,simple,""12002"",""6"",,""2019-12-05 10:52:26"",<p><span>15 piezas</span></p><p></p>,,0,""0.080000"",""0.270000"",""0.360000"",""0.007776"",1,""2026-04-27 00:00:00"",,0,""11612,11614,11631,11625"",0,/5/0/5005030596_1_2.jpg,""5005030596_1"",""11669,11667,11664"",11886,Natural,""11778,11798,11799"",,,,0,,,,,0,,0,0,,,,""0"",Alimentos envasados (12 unidades),1,0,,,1,25.5370,,,""8413082305963"",""11838"",,ALIMENTOS ENVASADOS 12 PCS,0,http://minilandgroup.com/pub/media/security/30596_S01.JPG,""<p><span style=""""font-size:16px";">Alimentos envasados 12 pcs</span></p><p><span style=""""font-size:16px";">Alimentos de juguete a escala real.</span></p><p><span style=""""font-size:16px";">Materiales de alta calidad y durabilidad.</span></p><p><span style=""""font-size:16px";">Disfruta del juego aprendiendo sobre nutrición y hábitos saludables.</span></p><p><span style=""""font-size:16px";">Además con nuestra plataforma educativa miniland teach&play podrás acceder a recursos y juegos gratuitos relacionados con este producto y que amplían la experiencia educativa.</span></p><br><p></p>"",,,""5005030596"",,/5/0/5005030596_1_2.jpg,""5005030596_1"",,,,no_selection,4,""11757,11758"",/5/0/5005030596_1_2.jpg,""5005030596_1"",""2025-10-28 11:11:47"",assortment-12-packed-foods,,4,0.4750,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"38,4,simple,""12002"",""2"",,""2019-12-05 10:52:26"",""<p><span>Contiene: 2 volquetes, 2 excavadoras y 2 camiones de reciclaje</span></p><p><span>Los coches de juguete Minimobil: Dumpy de 6 unidades están diseñados para niños de 18 a 60 meses. Con estos juguetes educativos, los más pequeños podrán aprender y desarrollar inteligencias múltiples mientras disfrutan jugando con los vehículos de juguete. El set incluye 2 volquetes, 2 excavadoras y 2 camiones de reciclaje.</span></p><p><span>Desarrollo de la coordinación y actividad física</span></p><p><span>Los niños mejorarán su coordinación motora y habilidades físicas al realizar diferentes movimientos y acciones al jugar con los juguetes de Miniland. Al manipular, agarrar, lanzar y jugar con estos juguetes educativos desarrollaran destrezas motoras finas y gruesas de manera práctica y divertida sin que se den cuenta. Además, al jugar con los coches de juguete, los niños practicaran la coordinación mano-ojo. </span></p><p><span>Estas 6 unidades de vehículos de juguete son ideales para que los más pequeños generen nuevas narrativas e historias mientras juegan. Tendrán la opción de simular situaciones de construcción, cargar materiales en los camiones de reciclaje e identificarse con los personajes de los juguetes educativos en juegos de rol. Esta habilidad para imaginar y crear es esencial para el desarrollo de habilidades cognitivas superiores.</span></p><p><span>Los juguetes de coches están pensados para disfrutarlos solo o en compañía. En el segundo caso, pueden disfrutar con su amigo o hermano y participar en juegos colaborativos que involucren el  trabajo en equipo y comunicación. Jugar en compañía les ayudaráa compartir los juguetes educativos, asícomo a promover la inteligencia social.</span></p><p><span>Los coches de juguete Minimobil Dumpy de 6 unidades son una opción educativa y divertida que estimula diferentes inteligencias desde una edad temprana. No solo son juguetes, sino que también contribuyen a su  crecimiento integral mientras juegan con los coches de juguete de Miniland. </span></p><br><p></p>"",,0,""0.330000"",""0.320000"",""0.110000"",""0.011616"",1,""2026-03-26 00:00:00"",0,0,""11620,11614,11619,11622"",0,/5/0/5005027469_1_2.jpg,""5005027469_1"",""11666"",11881,Activa y Corporal,""11792"",,,,0,,,,,0,,0,0,,,,""0"",Vehículos Minimobil: Dumpy (6 unidades),1,0,,,1,37.9340,,,""8413082274696"",""11843"",,MINIMOBIL DUMPY 6 UDS,0,http://minilandgroup.com/pub/media/security/27469_S01.JPG,""<p><span>Sencillos y divertidos, los coches de juguete siguen siendo un gran recurso didáctico y recreativo. Este increíble y entretenido instrumento educativo puede impulsar aprendizajes relacionados con el ámbito del medio físico y social, siendo de gran ayuda en el tema transversal de Educación Vial.  El set de 6 unidades Dumpy estáelaborado en plástico flexible y resistente, con ruedas seguras y ejes de alta resistencia para soportar todos los esfuerzos de los más pequeños. </span></p><p><span>Además con nuestra plataforma educativa miniland teach&play podrás acceder a recursos y juegos gratuitos relacionados con este producto y que amplían la experiencia educativa.</span></p><p></p>"",,,""5005027469"",,/5/0/5005027469_1_2.jpg,""5005027469_1"",,,,no_selection,4,""11756,11749"",/5/0/5005027469_1_2.jpg,""5005027469_1"",""2025-12-03 00:03:47"",minimobil-dumpy-6-uds,,4,1.4720,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
