"entity_id,""attribute_set_id"",""type_id"",""awards"",""case_pack"",""cost"",""created_at"",""description"",""eco_collection"",""emybaby"",""estuche_caja_alto"",""estuche_caja_ancho"",""estuche_caja_largo"",""estuche_caja_volumen"",""featured"",""fecha_disponible"",""gift_message_available"",""grow_fun"",""habilidades_nucleo"",""has_options"",""image"",""image_label"",""inteligencias_multiples"",""inteligencias_multiples_principal"",""inteligencias_multiples_principal_value"",""juegos_play_miniland"",""links_exist"",""links_purchased_separately"",""links_title"",""mas_vendidos"",""mgs_brand"",""mgs_brand_value"",""mgs_image_dimention"",""mgs_image_dimention_more_view"",""mgs_j360"",""mpcp_enddate"",""mpcp_hideaction"",""mpcp_isactive"",""mpcp_specificurl"",""mpcp_startdate"",""msrp"",""msrp_display_actual_price_type"",""name"",""necesidades_especiales"",""new"",""news_from_date"",""news_to_date"",""play_miniland"",""price"",""price_type"",""price_view"",""product_ean"",""rango_edad"",""rango_edad_reduced"",""referencia"",""required_options"",""security_image_url"",""short_description"",""size"",""size_value"",""sku"",""sku_type"",""small_image"",""small_image_label"",""special_from_date"",""special_price"",""special_to_date"",""swatch_image"",""tax_class_id"",""tematicas"",""thumbnail"",""thumbnail_label"",""updated_at"",""url_key"",""url_path"",""visibility"",""weight"",""weight_type""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1081,4,simple,,""6"",,""2022-03-31 20:43:36"",""<p><span style=""""font-weight:bold";font-size:16px;">Para todo tipo de alimentos sólidos </span></p><p><span style=""""font-size:16px";">Con capacidad de 600ml, es ideal para utilizar desde las primeras papillas hasta con el resto de alimentos sólidos.  </span></p><br><p><span style=""""font-weight:bold";font-size:16px;">Reutilizables y respetuosos con el medio ambiente </span></p><p><span style=""""font-size:16px";">Estos termos para papillas del bebé están fabricados en acero inoxidable, lo que garantiza una mayor longevidad de uso a la par que fomenta, entre los más pequeños, el respeto y el cuidado por el medio ambiente.  </span></p><br><p><span style=""""font-weight:bold";font-size:16px;">Mantiene la temperatura de los alimentos hasta 12 horas </span></p><p><span style=""""font-size:16px";>Garantizan el mantenimiento de la temperatura y la conservación de los alimentos durante largas horas gracias a materiales de gran calidad como la doble pared de acero 18/8 (acero 304) de baja conductividad térmica y muy buena resistencia a las altas temperaturas;" la exclusiva capa de aluminio y la cámara de vacío.  </span></p><br><p><span style=""""font-weight:bold";font-size:16px;">Para llevar a todas partes </span></p><p><span style=""""font-size:16px";">Ya sea en el parque, campo, playa o de viaje, los termos de Miniland son perfectos para poder disfrutar de cada momento sin preocupaciones.</span></p><br><p></p>"",,0,""0.175000"",""0.109000"",""0.109000"",""0.002079"",1,,0,0,""11659"",0,/5/0/5005089445_1.jpg,,,,,,,,,0,,,,,0,,0,0,,,,""0"",Termo para papillas food thermy palms,0,0,,,0,23.0578,,,""8413082894450"",""11836"",,FOOD THERMY PALMS,0,http://minilandgroup.com/pub/media/security/89445_S01.jpg,""<p><span style=""""font-size:16px";">Termo para papillas y alimentos sólidos para el bebé. Mantiene la temperatura de los alimentos hasta 12 horas gracias a su doble pared de acero que le otorga alta resistencia frente a los cambios de temperatura. La mejor opción para transportar hasta 600ml de comida para tu bebé a cualquier lugar. Tematizado con un diseño inspirado en las palmeras.</span></p><br><p></p>"",,,""5005089445"",,/5/0/5005089445_1.jpg,,,,,,4,""11968"",/5/0/5005089445_1.jpg,,""2025-10-28 11:14:58"",food-thermy-palms.html,,4,0.5500,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1083,4,simple,""11963"",""4"",,""2022-04-04 20:27:12"",""<p><span style=""""font-weight:bold";font-size:16px;">La tranquilidad de una marca de confianza</span></p><p><span style=""""font-size:16px";">En Miniland, llevamos más de 50 años ayudando a las mamás y papás más exigentes. Estamos orgullosos de ser la primera marca española que introdujo la tecnología de los vigilabebés en nuestro país, fruto de nuestra preocupación por la seguridad y el cuidado de los más pequeños. Por eso, queremos seguir siendo tu marca de confianza.</span></p><p><span style=""""font-weight:bold";font-size:16px;">Para escuchar al bebé con total claridad y cero interferencias  </span></p><p><span style=""""font-size:16px";">Gracias a su alcance de hasta 300 metros y su tecnología digital, podrá escucharse al bebé con gran calidad de sonido y cero interferencias en toda la casa.    </span></p><p><span style=""""font-weight:bold";font-size:16px;">Máxima protección para el bebé  </span></p><p><span style=""""font-size:16px";">Con la función VOX (activación por sonido), el vigilabebés digitalk easy permanece en modo reposo mientras el bebé descansa plácidamente, activándose al detectar sonido. Así el bebé está libre de emisiones a la vez que se ahorra energía.    </span></p><p><span style=""""font-weight:bold";font-size:16px;">Permite llevar la unidad de los padres a cualquier lugar </span></p><p><span style=""""font-size:16px";">La unidad receptora de los padres puede conectarse a la corriente eléctrica o utilizar las baterías recargables incluidas, permitiendo a los padres desplazarse cómodamente sin cables. Además las baterías se recargan fácilmente conectando a la luz la unidad de los padres.    </span></p><p><span style=""""font-weight:bold";font-size:16px;">Luz de compañía  </span></p><p><span style=""""font-size:16px";">La agradable luz de compañía relaja y ofrece confort al bebé, permitiéndole ver en una habitación a oscuras.    </span></p><p><span style=""""font-weight:bold";font-size:16px;">Indicador luminoso de nivel de sonido  </span></p><p><span style=""""font-size:16px";">La unidad de los padres posee dos leds de advertencia que se iluminan cuando se detecta sonido en la habitación. Esta opción es especialmente útil para personas con dificultades sensoriales.    </span></p><p><span style=""""font-weight:bold";font-size:16px;">¡La unidad de los padres siempre localizada!  </span></p><p><span style=""""font-size:16px";">Si los papás no recuerdan dónde han dejado su receptor, simplemente presionando un botón de la unidad del bebé sonará un pitido que nos permitirá localizarlo.    </span></p><p><span style=""""font-weight:bold";font-size:16px;">Todo controlado  </span></p><p><span style=""""font-size:16px";">Dispone de alertas de batería baja y fuera de cobertura, para que los papás no se queden sin ver a su bebé.      </span></p><p><span style=""""font-weight:bold";font-size:16px;">Con el vigilabebés de viaje  </span></p><p><span style=""""font-size:16px";">Es muy cómodo de llevar a cualquier lugar. Su ligereza y sus dimensiones lo convierten en el compañero de viaje ideal de todas las familias con bebés o niños pequeños.</span></p><p><span style=""""font-weight:bold";font-size:16px;">Servicio Postventa</span></p><p><span style=""""font-size:16px";">Como sabemos que la crianza es difícil, queremos resolver todas tus dudas y ayudarte en todo momento desde nuestro servicio de postventa, uno de los servicios más valorados por nuestros consumidores finales. ¡En Miniland, siempre a tu lado!</span></p><br><p></p>"",,0,""0.170000"",""0.230000"",""0.068000"",""0.002659"",1,,0,0,""11655"",0,/5/0/5005089474_1.jpg,,,,,,,,,0,,,,,0,,0,0,,,,""0"",Vigilabebés de audio digitalk easy,0,0,,,0,41.2396,,,""8413082894740"",""11836"",,DIGITALK EASY ,0,http://minilandgroup.com/pub/media/security/89474_S01.JPG,""<p><span style=""""font-size:16px";">Los vigilabebés de audio de Miniland son una alternativa ideal para los vigilabebés de video gracias a su calidad, simplicidad de uso, ligereza y portabilidad. </span></p><p><span style=""""font-size:16px";">Con el vigilabebés de audio digitalk easy tendrás la máxima nitidez de sonido y cero interferencias (con 300 metros de alcance) para vigilar y saber cómo está tu bebé en todo momento. </span></p><p><span style=""""font-size:16px";">Cuenta con activación por voz para que el vigilabebés detecte cada vez que tu pequeño comienza a llorar, un localizador con el que tener siempre ubicada la unidad de los padres, una suave luz de compañía para que el bebé descanse mejor y una alarma en caso de quedar fuera de cobertura. </span></p><p><span style=""""font-size:16px";">Además, el vigilabebés de audio digitalk easy ahora cuenta con una garantía de por vida*, para que estéis toda la vida tranquilos. </span></p><br><p><span style=""""font-size:16px";">* Promoción aplicable a las compras realizadas a partir del 15 de noviembre de 2021. Para más información acceda a: https://minilandgroup.com/family/es/garantia-de-por-vida</span></p><br><p></p>"",,,""5005089474"",,/5/0/5005089474_1.jpg,,,,,,4,""11912"",/5/0/5005089474_1.jpg,,""2025-10-28 11:14:58"",digitalk-easy-.html,,4,0.5000,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1084,4,simple,""11963"",""4"",,""2022-04-04 20:27:12"",""<p><span style=""""font-weight:bold";font-size:16px;">La tranquilidad de una marca de confianza</span></p><p><span style=""""font-size:16px";">En Miniland, llevamos más de 50 años ayudando a las mamás y papás más exigentes. Estamos orgullosos de ser la primera marca española que introdujo la tecnología de los vigilabebés en nuestro país, fruto de nuestra preocupación por la seguridad y el cuidado de los más pequeños. Por eso, queremos seguir siendo tu marca de confianza.</span></p><p><span style=""""font-weight:bold";font-size:16px;">El más avanzado para la mayor comodidad  </span></p><p><span style=""""font-size:16px";">Su pantalla LCD retroiluminada permite manejar fácilmente todas las funciones y tener todo controlado con un simple vistazo, haciendo así la vigilancia del bebé más cómoda para los papás.    </span></p><p><span style=""""font-weight:bold";font-size:16px;">Alta calidad de sonido y cero interferencias  </span></p><p><span style=""""font-size:16px";">Gracias a su alcance de hasta 300 metros y su tecnología digital, los papás podrán escuchar al bebé con total claridad de sonido y sin interferencias.    </span></p><p><span style=""""font-weight:bold";font-size:16px;">Sensibilidad ajustable: ¡para todo tipo de bebés!  </span></p><p><span style=""""font-size:16px";">Con la activación por sonido (VOX), el monitor permanece en modo reposo mientras el bebé descansa plácidamente y se activa al detectar sonido. Como algunos bebés son más ruidosos que otros, los papás podrán además ajustar la sensibilidad del vigilabebés para adaptarlo a su personalidad.    </span></p><p><span style=""""font-weight:bold";font-size:16px;">Escuchar y hablar con el bebé  </span></p><p><span style=""""font-size:16px";">La tecnología bidireccional permite escuchar al bebé, hablarle o cantarle una canción, para tranquilizarle o simplemente hacerle compañía mientras los papás realizan otra actividad.    </span></p><p><span style=""""font-weight:bold";font-size:16px;">Prácticas alertas silenciosas  </span></p><p><span style=""""font-size:16px";">La función de vibración es ideal para momentos en los que los papás necesitan silencio o para entornos ruidosos. Además, la unidad de los padres posee un indicador luminoso de detección de sonido. Estas opciones son especialmente útiles para personas con dificultades sensoriales.    </span></p><p><span style=""""font-weight:bold";font-size:16px;">Luz de compañía y melodías  </span></p><p><span style=""""font-size:16px";">La agradable luz de compañía y las cinco melodías que incorpora, controladas desde la unidad de los padres, relajarán al bebé.    </span></p><p><span style=""""font-weight:bold";font-size:16px;">Controla la temperatura de la habitación </span></p><p><span style=""""font-size:16px";">Permite controlar la temperatura de la habitación del bebé desde la pantalla LCD. Además, cuenta con alarma de temperatura alta y baja, ¡ así el bebé siempre estará a la temperatura idónea!    </span></p><p><span style=""""font-weight:bold";font-size:16px;">Vigilancia en cualquier lugar  </span></p><p><span style=""""font-size:16px";">La unidad de los padres puede conectarse a la corriente eléctrica para recargar su batería, mientras que la unidad del bebé cuenta con espacio para pilas alcalinas. Así los papás pueden vigilar al bebé cómodamente sin cables en cualquier lugar. </span></p><p><span style=""""font-weight:bold";font-size:16px;">Servicio Postventa</span></p><p><span style=""""font-size:16px";">Como sabemos que la crianza es difícil, queremos resolver todas tus dudas y ayudarte en todo momento desde nuestro servicio de postventa, uno de los servicios más valorados por nuestros consumidores finales. ¡En Miniland, siempre a tu lado!</span></p><br><p></p>"",,0,""0.170000"",""0.230000"",""0.068000"",""0.002659"",1,,0,0,""11655"",0,/5/0/5005089477_1.jpg,,,,,,,,,0,,,,,0,,1,1,,,,""0"",Vigilabebés de audio digitalk luxe,0,0,,,0,53.6363,,,""8413082894771"",""11836"",,DIGITALK LUXE,0,http://minilandgroup.com/pub/media/security/89477_S01.JPG,""<p><span style=""""font-size:16px";">digitalk luxe es un vigilabebés de audio de Miniland ideal para usar en la habitación de tu bebé y poder vigilar su descanso mientras tú te dedicas a otras tareas, ¡como ducharte tranquilamente! </span></p><p><span style=""""font-size:16px";">Este vigilabebés de audio cuenta con muchas ventajas frente a otros vigilabebés. Por ejemplo, su tecnología digital proporciona gran calidad de sonido, la activación por voz te da tranquilidad, las alertas por vibración te ayudarán en los entornos más ruidosos, la suave luz de compañía fomentará que tu bebé duerma mejor...  </span></p><p><span style=""""font-size:16px";">Además, los vigilabebés de audio son muy ligeros y portables, permitiendo que lo puedas llevar siempre contigo por toda la casa. </span></p><p><span style=""""font-size:16px";">digitalk luxe tiene también una claridad de sonido envidiable, cero interferencias y un alcance de 300 metros. </span></p><p><span style=""""font-size:16px";">Un vigilabebés de audio que te dará mucha seguridad, ahora además con la confianza de una garantía para toda la vida*.  </span></p><br><p><span style=""""font-size:16px";">* Promoción aplicable a las compras realizadas a partir del 15 de noviembre de 2021. Para más información acceda a: https://minilandgroup.com/family/es/garantia-de-por-vida  </span></p><br><p></p>"",,,""5005089477"",,/5/0/5005089477_1.jpg,,,,,,4,""11912"",/5/0/5005089477_1.jpg,,""2025-10-28 11:14:58"",digitalk-luxe.html,,4,0.5000,";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1085,4,simple,,""16"",,""2022-04-05 20:43:53"",""<p><span>El Peluche de apego Sand Fox de Miniland es un recurso educativo diseñado para acompañar emocionalmente a los niños, ofreciendo un apoyo afectivo mientras desarrollan habilidades sociales y de expresión. Gracias a su diseño suave y su bolsillo trasero funcional, fomenta el juego simbólico, la autonomía y la comunicación de emociones en el entorno familiar y escolar.</span></p><br><p><span>Peluche suave que aporta consuelo y seguridad emocional</span></p><br><p><span>Fabricado con tejidos de tacto agradable, el peluche estápensado para convertirse en un objeto de apego que acompaña al niño en momentos de descanso, transición o adaptación, aportando calma y sensación de protección.</span></p><br><p><span>Bolsillo trasero para guardar mensajes, dibujos y pequeños objetos</span></p><br><p><span>El diseño incluye un bolsillo oculto, ideal para esconder notas, frases o símbolos que ayuden al niño a comunicar sus emociones durante asambleas, dinámicas de aula o momentos de diálogo en casa. Este recurso favorece la inteligencia emocional y la autorregulación.</span></p><br><p><span>Herramienta educativa para trabajar la expresión emocional</span></p><br><p><span>Sand Fox no es solo un peluche: es una herramienta pedagógica que permite a educadores y familias trabajar la empatía, la escucha activa y la identificación de sentimientos, convirtiendo el juego en una oportunidad para aprender a expresarse.</span></p><br><p><span>Estimula la responsabilidad y el cuidado</span></p><br><p><span>Al asignar al niño la tarea de cuidar de su peluche, se fomenta la responsabilidad, el cariño hacia los objetos personales y la capacidad de gestionar rutinas con autonomía, tanto en casa como en la escuela.</span></p><br><p><span>Diseño tierno y versátil para múltiples dinámicas</span></p><br><p><span>Con su estética cálida y su tamaño manejable, el Peluche de apego Sand Fox se adapta a diferentes contextos: rincones emocionales, momentos de calma, actividades grupales o acompañamiento en rutinas diarias, convirtiéndose en un aliado del desarrollo emocional.</span></p><p></p>"",,0,""0.280000"",""0.355000"",""0.275000"",""0.027335"",1,,0,0,""11653"",0,/5/0/5005075013_1.jpg,,,,,,,,,1,,,,,0,,0,0,,,,""0"",Peluche de apego para bebé Sand Fox,0,1,,,0,16.4460,,,""8413082750138"",""11836"",,SAND FOX,0,http://minilandgroup.com/pub/media/security/75013_S01.jpg,""<p><span> El Peluche de apego Sand Fox es mucho más que un compañero suave: es una herramienta emocional para ayudar a los niños a expresar lo que sienten . Con su bolsillo trasero secreto , pueden guardar mensajes, dibujos o pequeños objetos para compartir en grupo o en casa, fomentando la comunicación, la empatía y la responsabilidad . Su tacto agradable y su diseño tierno lo convierten en ese peluche especial que acompaña, consuela y da seguridad.</span></p><p></p>"",,,""5005075013"",,/5/0/5005075013_1.jpg,,,,,,4,""11913"",/5/0/5005075013_1.jpg,,""2025-11-15 02:09:41"",sand-fox.html,,4,0.1460,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1086,4,simple,,""5"",,""2022-04-21 21:11:33"",,,0,""0.035000"",""0.265000"",""0.265000"",""0.002458"",1,,,0,,0,"""",,,,,,,,,0,,,,,0,,0,0,,,,""0"",SCHOOL SET 4 PUZ. LAS FASES DE,0,0,,,0,24.6281,,,""8413082360481"",""11836"",,SCHOOL SET 4 PUZ. LAS FASES DE,0,http://minilandgroup.com/pub/media/security/36048_S01.JPG,,,,""5005036048"",,"""",,,,,,4,,"""",,""2025-10-28 11:14:58"",school-set-4-puz-las-fases-de.html,,1,1.1550,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1089,4,simple,""12002"",""6"",,""2022-05-05 21:05:33"",""<p><span style=""""font-weight:bold";font-size:16px;">Cubiertos anatómicos para todas las etapas de tu bebé </span></p><p><span style=""""font-size:16px";">picneat blush consta de una cuchara blandita y delicada con las encías para la introducción del alimento, una cuchara de gran capacidad y un tenedor de puntas redondeadas para una mayor seguridad.    </span></p><br><p><span style=""""font-weight:bold";font-size:16px;">¡Para llevarlos a cualquier lugar siempre limpios!  </span></p><p><span style=""""font-size:16px";">Gracias a su estuche con cierre de seguridad, los papás podrán mantener los cubiertos siempre guardados higiénicamente. Además, este accesorio también permite llevarlos a cualquier parte de la manera más cómoda y fácil. Una protección adicional para sus cubiertos favoritos.    </span></p><br><p><span style=""""font-weight:bold";font-size:16px;">¡Aprendiendo a comer los primeros sólidos!  </span></p><p><span style=""""font-size:16px";">Sus mangos son ergonómicos y muy fáciles y cómodos de agarrar con sus pequeñas manitas. Así estos estupendos cubiertos ayudarán al pequeño a practicar a comer sólo.    </span></p><br><p><span style=""""font-weight:bold";font-size:16px;">Fabricado en España con materiales de la máxima calidad  </span></p><p><span style=""""font-size:16px";">picneat ocean está fabricado en España con polipropileno de la máxima calidad, para unos cubiertos muy resistentes y a prueba de los pequeños más traviesos. Además está libre de BPA.    </span></p><br><p><span style=""""font-weight:bold";font-size:16px;">Aptos para lavavajillas</span></p><p><span style=""""font-size:16px";">Los cubiertos y  su funda pueden lavarse en el lavavajillas con total comodidad.</span></p><br><p></p>"",,0,""0.210000"",""0.155000"",""0.090000"",""0.002930"",1,,0,0,""11661"",0,/5/0/5005089463_1.jpg,,,,,,,,,0,,,,,0,,0,0,,,,""0"",Set de cubiertos infantiles picneat blush,0,1,,,0,8.1818,,,""8413082894634"",""11970"",,PICNEAT BLUSH,0,http://minilandgroup.com/pub/media/security/89463_S01.jpg,""<p><span style=""""font-size:16px";">Set de cubiertos anatómicos y evolutivos para todas las etapas del bebé.  En él, encontrarás 2 cucharas con diferentes capacidades y durezas (una rígida y otra más blandita), junto a un tenedor de puntas redondas y un cómodo estuche protector. En un bonito color blush y apto para lavavajillas.</span></p><br><p></p>"",,,""5005089463"",,/5/0/5005089463_1.jpg,,,,,,4,""11968"",/5/0/5005089463_1.jpg,,""2025-10-28 11:15:57"",picneat-blush.html,,4,0.1440,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1093,4,simple,,""5"",,""2022-05-05 21:05:33"",""<p><span>SET DE BOL Y CUCHARA DE MADERA ECO-FRIENDLYPara disfrutar de la mejor comidaEste set incluye un bol y cuchara realizados con materiales naturales y sostenibles para poder disfrutar de la comida. La cuchara tiene la cabeza de silicona, más delicada para las encías de los más pequeños de la casa.AntivuelcosBajo el bol encontrarás una ventosa de silicona que permite al plato agarrarse a la superficie con facilidad. Asíel peque no podrátirarlo al suelo.Diseño inspirado en la naturalezaAl estar realizado en madera natural y sostenible, ayuda a aprender de una manera divertida a comer y respetar el mundo. Además, lo encontrarás en dos diseños diferentes: ranita y pollito.100% natural y sostenibleEl bol y la cuchara están realizados 100% de madera certficada FSC, y la ventosa y cabeza de la cuchara con silicona de grado alimenticio.</span></p>"",,0,""0.180000"",""0.156000"",""0.055000"",""0.001544"",1,,0,0,""11652"",0,/5/0/5005089470_1.jpg,,,,,,,,,0,,,,,0,,0,0,,,,""0"",Set de bol y cuchara BLW  wooden bowl frog,0,0,,,0,22.2314,,,""8413082894702"",""11836"",,WOODEN BOWL FROG FSC 100%,0,http://minilandgroup.com/pub/media/security/89470_S01.jpg,""<p><span>Este bol de madera de bambúcon ventosa, especial para bebés, estáfabricado con materiales naturales y sostenibles, como son la madera certificada FSC y la silicona de grado alimenticio. Viene acompañado de una cuchara con la cabeza de silicona para cuidar las encías de los más pequeños, lo que les permitirácomer con autonomía. Es antivuelco, gracias a la ventosa situada en su base que se agarra a la superficie para que el plato no se caiga, lo que hace que sea una pieza de vajilla ideal para BLW.</span></p>"",,,""5005089470"",,/5/0/5005089470_1.jpg,,,,,,4,""11903"",/5/0/5005089470_1.jpg,,""2025-10-28 11:14:58"",wooden-bowl-frog-fsc-100.html,,4,0.2900,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1094,4,simple,,""5"",,""2022-05-05 21:05:33"",""<p><span>SET DE BOL Y CUCHARA DE MADERA ECO-FRIENDLYPara disfrutar de la mejor comidaEste set incluye un bol y cuchara realizados con materiales naturales y sostenibles para poder disfrutar de la comida. La cuchara tiene la cabeza de silicona, más delicada para las encías de los más pequeños de la casa.AntivuelcoBajo el bol encontrarás una ventosa de silicona que permite que se agarrare a la superficie de la trona o mesa con facilidad. Asíel peque no podrátirarlo al suelo.Diseño inspirado en la naturalezaAl estar realizado en madera natural y sostenible, ayuda a aprender de una manera divertida a comer y respetar el medioambiente. 100% natural y sostenibleEl bol y la cuchara están realizados 100% de madera certificada FSC, y la ventosa y cabeza de la cuchara con silicona de grado alimenticio.</span></p>"",,0,""0.205000"",""0.156000"",""0.055000"",""0.001759"",1,,0,0,""11652"",0,/5/0/5005089471_1.jpg,,,,,,,,,0,,,,,0,,0,0,,,,""0"",Set de bol y cuchara BLW  wooden bowl chick,0,0,,,0,22.2314,,,""8413082894719"",""11836"",,WOODEN BOWL CHICK FSC 100%,0,http://minilandgroup.com/pub/media/security/89471_S01.jpg,""<p><span>wooden bowl chick es un set de vajilla para BLW realizado con materiales naturales y sostenibles. Estácompuesto por un bol de madera de bambúcertificada FSC con ventosa en su parte inferior y una cuchara con cabeza de silicona para que los más pequeños puedan comer con autonomía. La ventosa en la parte inferior del bol permite anclarlo a la mesa, por lo que es antivuelco, evitando que el bol se caiga mientras nuestro bebéestácomiendo.</span></p>"",,,""5005089471"",,/5/0/5005089471_1.jpg,,,,,,4,""11903"",/5/0/5005089471_1.jpg,,""2025-10-28 11:14:58"",wooden-bowl-chick-fsc-100.html,,4,0.3700,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1095,4,simple,,""4"",,""2022-05-05 21:05:33"",""<p><span>PLATO COMPARTIMENTADO DE MADERA ECO-FRIENDLYPara disfrutar de la mejor comidaEste set incluye un plato realizado con materiales naturales y sostenibles para poder disfrutar de la comida. El plato estácompartimentado para poder separar diferentes tipos de comida y enseñar a los más pequeños las proporciones de comida para una correcta alimentaciónAntivuelcosBajo el plato encontrarás una ventosa de silicona que permite a este agarrarse a la superficie con facilidad. Asíel peque no podrátirarlo al suelo.Diseño inspirado en la naturalezaAl estar realizado en madera natural y sostenible, ayuda a aprender de una manera divertida a comer y respetar el mundo. 100% natural y sostenibleEl plato estárealizado 100% de madera de bambúcertificada FSC y la ventosa con silicona de grado alimenticio.</span></p>"",,0,""0.270000"",""0.230000"",""0.045000"",""0.002795"",1,,0,0,""11652"",0,/5/0/5005089472_1.jpg,,,,,,,,,0,,,,,0,,0,0,,,,""0"",Plato BLW  con ventosa wooden plate frog,0,0,,,0,23.0579,,,""8413082894726"",""11836"",,WOODEN PLATE FROG FSC 100%,0,http://minilandgroup.com/pub/media/security/89472_S01.jpg,""<p><span>wooden plate frog es un plato con ventosa y compartimentos para que tu bebéaprenda a comer de forma autónoma, ideal para BLW. Este plato compartimentado realizado 100% en madera certificada de bambú(de bosques sostenibles) ayuda a tu bebéa ganar autonomía a la hora de comer. Cuenta también con una ventosa de silicona antivuelco que impediráque el bebétire el plato mientras come.</span></p>"",,,""5005089472"",,/5/0/5005089472_1.jpg,,,,,,4,""11903"",/5/0/5005089472_1.jpg,,""2025-10-28 11:14:58"",wooden-plate-frog-fsc-100.html,,4,0.5500,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1096,4,simple,,""4"",,""2022-05-05 21:05:33"",""<p><span>PLATO COMPARTIMENTADO DE MADERA ECO-FRIENDLYPara disfrutar de la mejor comidaEste set incluye un plato realizado con materiales naturales y sostenibles para poder disfrutar de la comida. El plato estácompartimentado para poder separar diferentes tipos de comida y enseñar a los más pequeños las proporciones de comida para una correcta alimentación.AntivuelcosBajo el plato encontrarás una ventosa de silicona que permite a este agarrarse a la superficie con facilidad. Asíel peque no podrátirarlo al suelo.Diseño inspirado en la naturalezaAl estar realizado en madera natural y sostenible, ayuda a aprender de una manera divertida a comer y respetar el mundo. 100% natural y sostenibleEl plato estárealizado 100% de madera de bambúcertificada FSC y la ventosa con silicona de grado alimenticio.</span></p>"",,0,""0.220000"",""0.245000"",""0.050000"",""0.002695"",1,,0,0,""11652"",0,/5/0/5005089473_1.jpg,,,,,,,,,0,,,,,0,,0,0,,,,""0"",Plato BLW con ventosa wooden plate chick,0,0,,,0,23.0579,,,""8413082894733"",""11836"",,WOODEN PLATE CHICK FSC 100%,0,http://minilandgroup.com/pub/media/security/89473_S01.jpg,""<p><span>Este plato compartimentado realizado 100% en madera certificada de bambúayuda a tu bebéa ganar autonomía a la hora de comer, especialmente aconsejado si haces BLW. Cuenta también con una ventosa de silicona antivuelco que impediráque el peque tire el plato durante las comidas, ayudando a que experimente con ella.</span></p>"",,,""5005089473"",,/5/0/5005089473_1.jpg,,,,,,4,""11903"",/5/0/5005089473_1.jpg,,""2025-10-28 11:14:58"",wooden-plate-chick-fsc-100.html,,4,0.5100,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1107,4,simple,,""6"",,""2022-06-02 20:34:16"",""<p><span style=""""font-size:16px";">1 superficie magnética y 44 piezas magnéticas</span></p><br><p></p>"",,0,""0.010000"",""0.215000"",""0.145000"",""0.000312"",1,,0,0,""11635,11621,11631,11619"",0,/5/0/5005031961_1.jpg,,""11664,11668"",11884,Lógico-Matemática,,,,,0,,,,,0,,1,1,,,,""0"",ON THE GO: CRAZY ROBOTS,0,0,,,0,9.2600,,,""8413082319618"",""11849"",,ON THE GO: CRAZY ROBOTS,0,http://minilandgroup.com/pub/media/security/31961_S01.jpg,""<p><span style=""""font-size:16px";">Se deben de colocar todas las piezas imán en las cintas transportadoras de la fábrica de robots. Escoge las piezas apropiadas según su color y forma para fabricar robots completos. ¡Después podrás crear otros muchos locos robots combinando todas las piezas como quieras!</span></p><br><p></p>"",,,""5005031961"",,/5/0/5005031961_1.jpg,,,,,/5/0/5005031961_1.jpg,4,""11751"",/5/0/5005031961_1.jpg,,""2025-10-28 11:14:04"",on-the-go-crazy-robots.html,,4,0.2830,";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
